title,price,bedrooms,has_maid_room,bathrooms,area_sqm,property_type,available_from,location,amenities,area_sqft,region,sub_area,furnishing_status,amenities_no_furnishing,amenities_clean_list,amenity_balcony,amenity_built_in_wardrobes,amenity_central_a_c,amenity_children's_pool,amenity_covered_parking,amenity_kitchen_appliances,amenity_lobby_in_building,amenity_maids_room,amenity_private_garden,amenity_private_pool,amenity_security,amenity_shared_gym,amenity_shared_pool,amenity_shared_spa,amenity_study,amenity_view_of_landmark,amenity_view_of_water,amenity_walk-in_closet,available_year,available_month,available_day,price_per_sqm,amenities_count,total_rooms,price_per_bedroom,price_per_bathroom,area_per_bedroom,area_per_bathroom,amenities_per_room
Prime Location Chalet For Sale With Launch Price !,9900000,2,True,2,120,Chalet,2026-06-18,"Silver Sands, Qesm Marsa Matrouh, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Study",1292,North Coast,Silver Sands,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Study']",1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,2026,6,18,82500.0,9,4,4950000.0,4950000.0,60.0,60.0,2.25
ZERO% DP Finished Villa 4BR SEA VIEW over 8 years!,17500000,4,True,5,247,Villa,2026-06-18,"Makadi Heights, Makadi Orascom Resort, Makadi, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Shared Pool, Private Pool",2659,Red Sea,Makadi Heights,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Shared Pool, Private Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Shared Pool', 'Private Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,18,70850.2024291498,9,9,4375000.0,3500000.0,61.75,49.4,1.0
Own Your 1ST Row Chalet With Launch Price Over 9YR,12000000,2,True,2,120,Chalet,2026-06-18,"Marsa Baghush, Qesm Marsa Matrouh, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1292,North Coast,Marsa Baghush,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,18,100000.0,9,4,6000000.0,6000000.0,60.0,60.0,2.25
"LAUNCH PRICE, CHALET 2BED FIRST ROW LAGOON, 5% DP.",13850000,2,True,2,110,Chalet,2026-06-18,"Silver Sands, Qesm Marsa Matrouh, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study",1184,North Coast,Silver Sands,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study']",1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,2026,6,18,125909.09090909091,9,4,6925000.0,6925000.0,55.0,55.0,2.25
New Launch _ Chalet Close to The Sea _ Over 10 y,10200000,2,True,2,90,Chalet,2026-06-17,"Silver Sands, Qesm Marsa Matrouh, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",969,North Coast,Silver Sands,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,17,113333.33333333333,9,4,5100000.0,5100000.0,45.0,45.0,2.25
Resale Twin Villa 4 Beds Ready to Move Installment,15450000,4,False,4,195,Twin House,2026-06-14,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Covered Parking, Security",2099,Cairo,Taj City,Unknown,"Balcony, Covered Parking, Security","['Balcony', 'Covered Parking', 'Security']",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2026,6,14,79230.76923076923,3,8,3862500.0,3862500.0,48.75,48.75,0.375
LOWEST PRICE Villa Type D Install till 2029 2029,28400000,5,True,6,549,Villa,2026-06-14,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Covered Parking, Maids Room, Private Garden, Security",5909,Cairo,Palm Hills New Cairo,Unknown,"Balcony, Covered Parking, Maids Room, Private Garden, Security","['Balcony', 'Covered Parking', 'Maids Room', 'Private Garden', 'Security']",1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2026,6,14,51730.418943533696,5,11,5680000.0,4733333.333333333,109.8,91.5,0.45454545454545453
Lowest Price Resale Standalone 300m Ready to Move,25000000,5,True,5,300,Villa,2026-06-14,"La Vista City, New Capital Compounds, New Capital City, Cairo","Balcony, Covered Parking, Maids Room, Private Garden, Security",3229,Cairo,La Vista City,Unknown,"Balcony, Covered Parking, Maids Room, Private Garden, Security","['Balcony', 'Covered Parking', 'Maids Room', 'Private Garden', 'Security']",1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2026,6,14,83333.33333333333,5,10,5000000.0,5000000.0,60.0,60.0,0.5
Hot Deal Villa Type M Ready to Move Installments,18000000,3,True,4,338,Villa,2026-06-14,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Covered Parking, Maids Room, Private Garden, Security",3638,Cairo,Palm Hills New Cairo,Unknown,"Balcony, Covered Parking, Maids Room, Private Garden, Security","['Balcony', 'Covered Parking', 'Maids Room', 'Private Garden', 'Security']",1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,2026,6,14,53254.43786982248,5,7,6000000.0,4500000.0,112.66666666666667,84.5,0.7142857142857143
*Limited Offer Own Your Full Sea View Chalet |5%DP,10200000,1,True,2,190,Chalet,2026-06-18,"Ras Soma, Safaga, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",2045,Red Sea,Ras Soma,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,18,53684.21052631579,9,3,10200000.0,5100000.0,190.0,95.0,3.0
Limited Offer Own Your Full Sea View Villa with 5%,29100000,3,True,4,190,Villa,2026-06-21,"Mangroovy Residence, El Gouna, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Private Garden, Private Pool, Study, Kitchen Appliances",2045,Red Sea,Mangroovy Residence,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Private Garden, Private Pool, Study, Kitchen Appliances","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Maids Room', 'Private Garden', 'Private Pool', 'Study', 'Kitchen Appliances']",1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,2026,6,21,153157.8947368421,9,7,9700000.0,7275000.0,63.333333333333336,47.5,1.2857142857142858
OWN BEST LOCATED CHALET LOWEST PRICE WITH 5% DP !!,12300000,2,True,2,104,Chalet,2026-06-21,"Fouka Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1119,North Coast,Fouka Bay,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,21,118269.23076923077,9,4,6150000.0,6150000.0,52.0,52.0,2.25
GARDEN CHALET DIRECT SEA VIEW 5%DP FORLIMITED TIME,15900000,3,True,4,115,Chalet,2026-06-21,"Fouka Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1238,North Coast,Fouka Bay,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,21,138260.86956521738,9,7,5300000.0,3975000.0,38.333333333333336,28.75,1.2857142857142858
VILLA STEPS TO THE BEACH FULLY FINISHED OVER 12YRS,34000000,4,True,4,230,Villa,2026-06-21,"Koun, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",2476,North Coast,Koun,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,21,147826.08695652173,9,8,8500000.0,8500000.0,57.5,57.5,1.125
FINISHED PENTHOUSE LOWEST PRICE PANORAMIC SEA VIEW,13000000,3,True,3,140,Penthouse,2026-06-21,"Koun, Ras Al Hekma, North Coast","Unfurnished, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study",1507,North Coast,Koun,Unfurnished,"Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study","['Balcony', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study']",1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,2026,6,21,92857.14285714286,9,6,4333333.333333333,4333333.333333333,46.666666666666664,46.666666666666664,1.5
With 5% Downpayment Own Your Full Sea View Chalet,9600000,2,True,3,190,Chalet,2026-06-21,"Mangroovy Residence, El Gouna, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",2045,Red Sea,Mangroovy Residence,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,21,50526.31578947369,9,5,4800000.0,3200000.0,95.0,63.333333333333336,1.8
1st row Fully Finished chalet with only 5% DP,15900000,3,True,4,190,Chalet,2026-06-21,"Mangroovy Residence, El Gouna, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Shared Pool, Study",2045,Red Sea,Mangroovy Residence,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Pool, Shared Pool, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Pool', 'Shared Pool', 'Study']",1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,2026,6,21,83684.21052631579,9,7,5300000.0,3975000.0,63.333333333333336,47.5,1.2857142857142858
With 5% Downpayment Own Your Full Sea View Chalet,18200000,3,True,4,190,Chalet,2026-06-21,"La vista Ras El Hikma, Ras Al Hekma, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",2045,North Coast,La vista Ras El Hikma,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,21,95789.47368421052,9,7,6066666.666666667,4550000.0,63.333333333333336,47.5,1.2857142857142858
Last Unit Twinhouse Premium Seaview on 10Y Install,44100000,3,True,4,210,Twin House,2026-06-21,"Soul North Coast, Qesm Ad Dabaah, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",2260,North Coast,Soul North Coast,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,21,210000.0,9,7,14700000.0,11025000.0,70.0,52.5,1.2857142857142858
FIRST ROW GARDEN CHALET OVER 10 Y IN NEW LAUNCH !!,13900000,2,True,2,110,Chalet,2026-06-18,"Mountain View, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1184,North Coast,Mountain View,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,18,126363.63636363637,9,4,6950000.0,6950000.0,55.0,55.0,2.25
With 5% Downpayment Own Your Sea View Townhouse,34000000,3,True,4,180,Townhouse,2026-06-21,"Soul North Coast, Qesm Ad Dabaah, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1938,North Coast,Soul North Coast,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,21,188888.88888888888,9,7,11333333.333333334,8500000.0,60.0,45.0,1.2857142857142858
Limited Offer Own Your Full Sea View Chalet |5%DP,13200000,3,True,4,190,Chalet,2026-06-21,"Mangroovy Residence, El Gouna, Hurghada, Red Sea","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",2045,Red Sea,Mangroovy Residence,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,21,69473.68421052632,9,7,4400000.0,3300000.0,63.333333333333336,47.5,1.2857142857142858
PANORAMIC SEA VIEW CHALET LOWEST PRICE OVER 12Y !!,11000000,3,True,3,117,Chalet,2026-06-21,"Koun, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1259,North Coast,Koun,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,21,94017.09401709402,9,6,3666666.6666666665,3666666.6666666665,39.0,39.0,1.5
Exclusive Fully Finished Villa Just Launched |5%DP,36900000,4,True,5,210,Villa,2026-06-21,"Almaza Bay, Qesm Marsa Matrouh, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",2260,North Coast,Almaza Bay,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,21,175714.2857142857,9,9,9225000.0,7380000.0,52.5,42.0,1.0
PANORAMIC SEA VIEW CHALET LOWEST PRICE OVER 9YEARS,13500000,3,True,3,110,Chalet,2026-06-21,"Fouka Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1184,North Coast,Fouka Bay,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,21,122727.27272727272,9,6,4500000.0,4500000.0,36.666666666666664,36.666666666666664,1.5
FIRST ROW UNIQUE TWINHOUSE OVER 10Y IN NEW LAUNCH!,37800000,3,True,4,180,Twin House,2026-06-18,"Mountain View, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1938,North Coast,Mountain View,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,18,210000.0,9,7,12600000.0,9450000.0,60.0,45.0,1.2857142857142858
TOWNHOUSE WITH LOWEST PRICE FULL SEA VIEW IN KOUN!,18000000,3,True,4,190,Townhouse,2026-06-21,"Koun, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",2045,North Coast,Koun,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,21,94736.84210526316,9,7,6000000.0,4500000.0,63.333333333333336,47.5,1.2857142857142858
CHALET FULL SEA VIEW IN KOUN OVER 12Y INSTALLMENTS,8000000,2,True,2,109,Chalet,2026-06-21,"Koun, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",1173,North Coast,Koun,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,21,73394.49541284403,9,4,4000000.0,4000000.0,54.5,54.5,2.25
BOOK BEST LOCATED VILLA WITH STUNNING VIEW 5% DP!!,46000000,4,True,4,260,Villa,2026-06-21,"Fouka Bay, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",2799,North Coast,Fouka Bay,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,2026,6,21,176923.07692307694,9,8,11500000.0,11500000.0,65.0,65.0,1.125
Limited Offer Own Your Full Sea View Villa with 5%,54100000,4,True,4,295,Villa,2026-06-21,"Soul North Coast, Qesm Ad Dabaah, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Shared Pool, View of Water",3175,North Coast,Soul North Coast,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Shared Pool, View of Water","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Shared Pool', 'View Of Water']",1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,2026,6,21,183389.83050847458,9,8,13525000.0,13525000.0,73.75,73.75,1.125
