title,price,bedrooms,has_maid_room,bathrooms,area_sqm,property_type,available_from,location,amenities,region,sub_area,furnishing_status,amenities_no_furnishing,amenities_clean_list,amenity_balcony,amenity_built_in_wardrobes,amenity_central_a_c,amenity_children's_pool,amenity_covered_parking,amenity_kitchen_appliances,amenity_lobby_in_building,amenity_maids_room,amenity_private_garden,amenity_private_pool,amenity_security,amenity_shared_gym,amenity_shared_pool,amenity_shared_spa,amenity_study,amenity_view_of_landmark,amenity_view_of_water,amenity_walk-in_closet
FINISHED APARTMENT FOR SALE OVER 5 YEARS,11200000,2,True,2,1311410,Apartment,2026-06-22,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study",Cairo,Palm Hills New Cairo,Unfurnished,"Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study","['Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study']",0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0
UNDER MARKET PRICE - NEW LAUNCH APARTMENT FOR SALE,6900000,2,True,2,1101184,Apartment,2026-06-22,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study",Cairo,Mountain View Hyde Park,Unknown,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0
FINISHED APARTMENT FOR SALE WITH PRIVATE GARDEN,10000000,2,True,2,1311410,Apartment,2026-06-22,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Security",Cairo,Palm Hills New Cairo,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Security","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Security']",1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0
OVER 12 Y APARTMENT WITH LARGE GARDEN FOR SALE,13000000,3,True,3,1621744,Apartment,2026-06-22,"Badya Palm Hills, 6 October Compounds, 6 October City, Giza","Balcony, Built in Wardrobes, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water",Giza,Badya Palm Hills,Unknown,"Balcony, Built in Wardrobes, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water","['Balcony', 'Built In Wardrobes', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study', 'View Of Water']",1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0
IN OWEST WITH 5% DP APARTMENT FOR SALE IN OCTOBER,16000000,3,True,3,1401507,Apartment,2026-06-22,"O West, 6 October Compounds, 6 October City, Giza","Unfurnished, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study",Giza,O West,Unfurnished,"Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study","['Balcony', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study']",1,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0
OVER 10 Y DELIVERY NOW FINISHED CHALET SEA VIEW,42000000,4,True,4,1751884,Chalet,2026-06-22,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",North Coast,June,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
DELIVERY NOW FINISHED CHALET SEA VIEW FOR SALE,25000000,2,True,2,1021098,Chalet,2026-06-22,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",North Coast,June,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
WITH LOWEST DP FINISHED APARTMENT FOR SALE WITH 3%,16000000,4,True,3,1721851,Apartment,2026-06-22,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",Cairo,Palm Hills New Cairo,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
FINISHED APARTMENT FOR SALE WITH 5% DP IN OWEST,13000000,2,True,2,1101184,Apartment,2026-06-22,"O West, 6 October Compounds, 6 October City, Giza","Unfurnished, Balcony, Built in Wardrobes, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study",Giza,O West,Unfurnished,"Balcony, Built in Wardrobes, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study","['Balcony', 'Built In Wardrobes', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study']",1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0
OVER 9 Y FINISHED APARTMENT FOR SALE IN OWEST,9000000,1,True,1,70753,Apartment,2026-06-22,"O West, 6 October Compounds, 6 October City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",Giza,O West,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
PRIME APARTMENT FOR SALE IN BADYA OVER 12 Y,9000000,2,True,2,1251345,Apartment,2026-06-22,"Badya Palm Hills, 6 October Compounds, 6 October City, Giza","Balcony, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Shared Spa, Shared Gym, Walk-in Closet",Giza,Badya Palm Hills,Unknown,"Balcony, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Shared Spa, Shared Gym, Walk-in Closet","['Balcony', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study', 'View Of Water', 'Shared Spa', 'Shared Gym', 'Walk-In Closet']",1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1
OVER 9 YEARS FINISHED VILLA SEA VIEW FOR SALE,38000000,5,True,5,2452637,Villa,2026-06-22,"Marsa Baghush, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security",North Coast,Marsa Baghush,Unfurnished,"Balcony, Built in Wardrobes, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security","['Balcony', 'Built In Wardrobes', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study', 'View Of Water', 'Security']",1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0
UNDER MARKET PRICE APARTMENT FOR SALE OVER 12 Y,6000000,2,True,2,971044,Apartment,2026-06-22,"Badya Palm Hills, 6 October Compounds, 6 October City, Giza","Built in Wardrobes, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study",Giza,Badya Palm Hills,Unknown,"Built in Wardrobes, Balcony, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool, Study","['Built In Wardrobes', 'Balcony', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0
WITH 5% DP FINISHED CHALET SEA VIEW FOR SALE,21000000,3,True,3,1451561,Chalet,2026-06-22,"Marsa Baghush, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",North Coast,Marsa Baghush,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
FINISHED DUPLEX FOR SALE IN O WEST WITH 5% DP,24000000,4,True,3,2002153,Duplex,2026-06-22,"O West, 6 October Compounds, 6 October City, Giza","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",Giza,O West,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
FINISHED CHALET FOR SALE WITH 10% DP LAGOON VIEW,12000000,2,False,2,80861,Chalet,2026-06-22,"Marsa Baghush, Qesm Marsa Matrouh, North Coast","Unfurnished, Built in Wardrobes, Central A/C, Covered Parking, Private Pool, Shared Pool, View of Water, Security, Shared Spa, Shared Gym",North Coast,Marsa Baghush,Unfurnished,"Built in Wardrobes, Central A/C, Covered Parking, Private Pool, Shared Pool, View of Water, Security, Shared Spa, Shared Gym","['Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Private Pool', 'Shared Pool', 'View Of Water', 'Security', 'Shared Spa', 'Shared Gym']",0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0
OVER 12 Y PENTHOUSE WITH PRIVAT ROOF FOR SALE,9000000,2,True,2,1191281,Penthouse,2026-06-22,"Badya Palm Hills, 6 October Compounds, 6 October City, Giza","Balcony, Built in Wardrobes, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security, Shared Spa",Giza,Badya Palm Hills,Unknown,"Balcony, Built in Wardrobes, Maids Room, Private Garden, Private Pool, Shared Pool, Study, View of Water, Security, Shared Spa","['Balcony', 'Built In Wardrobes', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Study', 'View Of Water', 'Security', 'Shared Spa']",1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0
FINISHED CHALET FOR SALE OVER 9 YEARS SEA VIEW,13000000,2,False,2,1001076,Chalet,2026-06-22,"Marsa Baghush, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Garden, Shared Spa, Shared Gym, Walk-in Closet",North Coast,Marsa Baghush,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Private Garden, Shared Spa, Shared Gym, Walk-in Closet","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Private Garden', 'Shared Spa', 'Shared Gym', 'Walk-In Closet']",1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1
FINISHED VILLA FOR SALE LAGOON VIEW WITH 10% DP,31000000,4,True,3,1701830,Villa,2026-06-22,"Marsa Baghush, Qesm Marsa Matrouh, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",North Coast,Marsa Baghush,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
NEAR DELIVERY TWINHOUSE FOR SALE LAGOON VIEW,51000000,5,True,5,2402583,Twin House,2026-06-22,"June, Ras Al Hekma, North Coast","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Shared Spa",North Coast,June,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Maids Room, Private Garden, Private Pool, Shared Pool, Shared Spa","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool', 'Shared Spa']",1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0
Spacious 2BR in Palm Hills Prime Location,11200000,2,True,2,1351453,Apartment,2026-06-22,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",Cairo,Palm Hills New Cairo,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Palm Hills 135m Apt + Garden | 10% DP fininshed,12190000,2,True,2,1351453,Apartment,2026-06-22,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Central A/C, Built in Wardrobes, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Study, Private Pool",Cairo,Palm Hills New Cairo,Unfurnished,"Balcony, Central A/C, Built in Wardrobes, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Study, Private Pool","['Balcony', 'Central A/C', 'Built In Wardrobes', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Study', 'Private Pool']",1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0
HOT OFFER Prime115m Apt in Palm Hills for 9M Only,9000000,2,True,2,1151238,Apartment,2026-06-22,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Private Pool, Shared Pool, Covered Parking, Kitchen Appliances, Maids Room, Private Garden",Cairo,Palm Hills New Cairo,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Private Pool, Shared Pool, Covered Parking, Kitchen Appliances, Maids Room, Private Garden","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Private Pool', 'Shared Pool', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
HOT OFFER 3BR+Nanny’s Room Apt with 128 Garden P.H,16600000,4,True,4,1751884,Apartment,2026-06-22,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",Cairo,Palm Hills New Cairo,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Aprt in PH with private Garden10% DP & 5 Yrs Plan,10800000,2,True,2,1151238,Apartment,2026-06-22,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",Cairo,Palm Hills New Cairo,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Palm Hills 3BR Apt with Garden10%DP 5Y Installment,14900000,3,True,3,1551668,Apartment,2026-06-22,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",Cairo,Palm Hills New Cairo,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
For Sale: Prime Apt in Palm Hills 2BR + 80m Garden,12198500,2,True,3,1351453,Apartment,2026-06-22,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",Cairo,Palm Hills New Cairo,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
2BR Fully Finished Apt in Palm Hills | 10% DP,14483000,2,True,1,1141227,Apartment,2026-06-22,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Children's Pool, Lobby in Building, Walk-in Closet, Shared Gym, Shared Spa, View of Landmark, Kitchen Appliances, Maids Room, Private Garden",Cairo,Palm Hills New Cairo,Unfurnished,"Children's Pool, Lobby in Building, Walk-in Closet, Shared Gym, Shared Spa, View of Landmark, Kitchen Appliances, Maids Room, Private Garden","[""Children'S Pool"", 'Lobby In Building', 'Walk-In Closet', 'Shared Gym', 'Shared Spa', 'View Of Landmark', 'Kitchen Appliances', 'Maids Room', 'Private Garden']",0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1
Live the P.H Luxury Prime Location Apt with Garden,10800000,2,True,2,1151238,Apartment,2026-06-22,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","Unfurnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",Cairo,Palm Hills New Cairo,Unfurnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
Junior Upper Chalet With Big Roof Golf View RTM,13500000,4,True,4,2402583,Chalet,2026-06-22,"Hacienda Bay, Sidi Abdel Rahman, North Coast","Partly furnished, Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool",North Coast,Hacienda Bay,Partly furnished,"Balcony, Built in Wardrobes, Central A/C, Covered Parking, Kitchen Appliances, Maids Room, Private Garden, Private Pool, Shared Pool","['Balcony', 'Built In Wardrobes', 'Central A/C', 'Covered Parking', 'Kitchen Appliances', 'Maids Room', 'Private Garden', 'Private Pool', 'Shared Pool']",1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
